,A,Z,0,Schůze,Č. hl.,Klub,Total,M,N
29008,5.0,0.0,0.0,30,266,STAN,6,1.0,0.0
29009,3.0,1.0,0.0,30,266,Nezařaz,5,1.0,0.0
29010,0.0,4.0,0.0,30,267,ANO,78,6.0,68.0
29011,19.0,3.0,0.0,30,267,ODS,23,1.0,0.0
29012,20.0,1.0,0.0,30,267,Piráti,22,1.0,0.0
29013,15.0,0.0,0.0,30,267,SPD,19,4.0,0.0
29014,0.0,5.0,0.0,30,267,ČSSD,15,1.0,9.0
29015,0.0,5.0,0.0,30,267,KSČM,15,1.0,9.0
29016,9.0,1.0,0.0,30,267,KDU-ČSL,10,0.0,0.0
29017,6.0,0.0,1.0,30,267,TOP09,7,0.0,0.0
29018,5.0,0.0,0.0,30,267,STAN,6,1.0,0.0
29019,4.0,0.0,0.0,30,267,Nezařaz,5,1.0,0.0
29020,0.0,4.0,0.0,30,268,ANO,78,6.0,68.0
29021,20.0,2.0,0.0,30,268,ODS,23,1.0,0.0
29022,21.0,0.0,0.0,30,268,Piráti,22,1.0,0.0
29023,14.0,1.0,0.0,30,268,SPD,19,4.0,0.0
29024,0.0,5.0,0.0,30,268,ČSSD,15,1.0,9.0
29025,0.0,6.0,0.0,30,268,KSČM,15,1.0,8.0
29026,9.0,1.0,0.0,30,268,KDU-ČSL,10,0.0,0.0
29027,6.0,0.0,1.0,30,268,TOP09,7,0.0,0.0
29028,5.0,0.0,0.0,30,268,STAN,6,1.0,0.0
29029,4.0,0.0,0.0,30,268,Nezařaz,5,1.0,0.0
29030,0.0,11.0,0.0,30,269,ANO,78,6.0,61.0
29031,20.0,2.0,0.0,30,269,ODS,23,1.0,0.0
29032,21.0,0.0,0.0,30,269,Piráti,22,1.0,0.0
29033,15.0,0.0,0.0,30,269,SPD,19,4.0,0.0
29034,0.0,6.0,0.0,30,269,ČSSD,15,1.0,8.0
29035,0.0,6.0,0.0,30,269,KSČM,15,1.0,8.0
29036,9.0,1.0,0.0,30,269,KDU-ČSL,10,0.0,0.0
29037,5.0,1.0,1.0,30,269,TOP09,7,0.0,0.0
29038,5.0,0.0,0.0,30,269,STAN,6,1.0,0.0
29039,3.0,1.0,0.0,30,269,Nezařaz,5,1.0,0.0
29040,0.0,7.0,0.0,30,270,ANO,78,6.0,65.0
29041,21.0,1.0,0.0,30,270,ODS,23,1.0,0.0
29042,21.0,0.0,0.0,30,270,Piráti,22,1.0,0.0
29043,15.0,0.0,0.0,30,270,SPD,19,4.0,0.0
29044,0.0,4.0,0.0,30,270,ČSSD,15,1.0,10.0
29045,0.0,4.0,0.0,30,270,KSČM,15,1.0,10.0
29046,9.0,1.0,0.0,30,270,KDU-ČSL,10,0.0,0.0
29047,5.0,1.0,1.0,30,270,TOP09,7,0.0,0.0
29048,4.0,1.0,0.0,30,270,STAN,6,1.0,0.0
29049,3.0,1.0,0.0,30,270,Nezařaz,5,1.0,0.0
29050,0.0,6.0,0.0,30,271,ANO,78,6.0,66.0
29051,21.0,1.0,0.0,30,271,ODS,23,1.0,0.0
29052,20.0,1.0,0.0,30,271,Piráti,22,1.0,0.0
29053,15.0,0.0,0.0,30,271,SPD,19,4.0,0.0
29054,0.0,6.0,0.0,30,271,ČSSD,15,1.0,8.0
29055,0.0,7.0,0.0,30,271,KSČM,15,1.0,7.0
29056,8.0,2.0,0.0,30,271,KDU-ČSL,10,0.0,0.0
29057,6.0,0.0,1.0,30,271,TOP09,7,0.0,0.0
29058,4.0,1.0,0.0,30,271,STAN,6,1.0,0.0
29059,3.0,1.0,0.0,30,271,Nezařaz,5,1.0,0.0
29060,0.0,3.0,0.0,30,272,ANO,78,6.0,69.0
29061,20.0,2.0,0.0,30,272,ODS,23,1.0,0.0
29062,21.0,0.0,0.0,30,272,Piráti,22,1.0,0.0
29063,15.0,0.0,0.0,30,272,SPD,19,4.0,0.0
29064,0.0,5.0,0.0,30,272,ČSSD,15,1.0,9.0
29065,0.0,5.0,0.0,30,272,KSČM,15,1.0,9.0
29066,9.0,1.0,0.0,30,272,KDU-ČSL,10,0.0,0.0
29067,6.0,0.0,1.0,30,272,TOP09,7,0.0,0.0
29068,4.0,1.0,0.0,30,272,STAN,6,1.0,0.0
29069,4.0,0.0,0.0,30,272,Nezařaz,5,1.0,0.0
29070,0.0,4.0,2.0,30,273,ANO,78,6.0,66.0
29071,20.0,1.0,1.0,30,273,ODS,23,1.0,0.0
29072,20.0,1.0,0.0,30,273,Piráti,22,1.0,0.0
29073,15.0,0.0,0.0,30,273,SPD,19,4.0,0.0
29074,0.0,3.0,2.0,30,273,ČSSD,15,1.0,9.0
29075,0.0,4.0,1.0,30,273,KSČM,15,1.0,9.0
29076,9.0,0.0,1.0,30,273,KDU-ČSL,10,0.0,0.0
29077,6.0,0.0,1.0,30,273,TOP09,7,0.0,0.0
29078,4.0,0.0,1.0,30,273,STAN,6,1.0,0.0
29079,4.0,0.0,0.0,30,273,Nezařaz,5,1.0,0.0
29080,0.0,3.0,1.0,30,274,ANO,78,6.0,68.0
29081,21.0,0.0,1.0,30,274,ODS,23,1.0,0.0
29082,21.0,0.0,0.0,30,274,Piráti,22,1.0,0.0
29083,15.0,0.0,0.0,30,274,SPD,19,4.0,0.0
29084,0.0,3.0,2.0,30,274,ČSSD,15,1.0,9.0
29085,0.0,1.0,1.0,30,274,KSČM,15,1.0,12.0
29086,8.0,1.0,1.0,30,274,KDU-ČSL,10,0.0,0.0
29087,5.0,1.0,1.0,30,274,TOP09,7,0.0,0.0
29088,4.0,0.0,1.0,30,274,STAN,6,1.0,0.0
29089,4.0,0.0,0.0,30,274,Nezařaz,5,1.0,0.0
29090,0.0,2.0,1.0,30,275,ANO,78,6.0,69.0
29091,21.0,0.0,1.0,30,275,ODS,23,1.0,0.0
29092,21.0,0.0,0.0,30,275,Piráti,22,1.0,0.0
29093,15.0,0.0,0.0,30,275,SPD,19,4.0,0.0
29094,0.0,2.0,2.0,30,275,ČSSD,15,1.0,10.0
29095,0.0,5.0,1.0,30,275,KSČM,15,1.0,8.0
29096,9.0,0.0,1.0,30,275,KDU-ČSL,10,0.0,0.0
29097,6.0,0.0,1.0,30,275,TOP09,7,0.0,0.0
29098,4.0,0.0,1.0,30,275,STAN,6,1.0,0.0
29099,4.0,0.0,0.0,30,275,Nezařaz,5,1.0,0.0
29100,0.0,9.0,0.0,30,276,ANO,78,6.0,63.0
29101,21.0,0.0,1.0,30,276,ODS,23,1.0,0.0
29102,20.0,1.0,0.0,30,276,Piráti,22,1.0,0.0
29103,15.0,0.0,0.0,30,276,SPD,19,4.0,0.0
29104,0.0,3.0,2.0,30,276,ČSSD,15,1.0,9.0
29105,0.0,7.0,1.0,30,276,KSČM,15,1.0,6.0
29106,9.0,0.0,1.0,30,276,KDU-ČSL,10,0.0,0.0
29107,6.0,0.0,1.0,30,276,TOP09,7,0.0,0.0
29108,4.0,0.0,1.0,30,276,STAN,6,1.0,0.0
29109,3.0,1.0,0.0,30,276,Nezařaz,5,1.0,0.0
29110,0.0,3.0,0.0,30,277,ANO,78,6.0,69.0
29111,21.0,0.0,1.0,30,277,ODS,23,1.0,0.0
29112,21.0,0.0,0.0,30,277,Piráti,22,1.0,0.0
29113,15.0,0.0,0.0,30,277,SPD,19,4.0,0.0
29114,0.0,4.0,2.0,30,277,ČSSD,15,1.0,8.0
29115,0.0,5.0,1.0,30,277,KSČM,15,1.0,8.0
29116,9.0,0.0,1.0,30,277,KDU-ČSL,10,0.0,0.0
29117,6.0,0.0,1.0,30,277,TOP09,7,0.0,0.0
29118,4.0,0.0,1.0,30,277,STAN,6,1.0,0.0
29119,4.0,0.0,0.0,30,277,Nezařaz,5,1.0,0.0
29120,0.0,5.0,0.0,30,278,ANO,78,6.0,67.0
29121,21.0,0.0,1.0,30,278,ODS,23,1.0,0.0
29122,21.0,0.0,0.0,30,278,Piráti,22,1.0,0.0
29123,15.0,0.0,0.0,30,278,SPD,19,4.0,0.0
29124,0.0,3.0,2.0,30,278,ČSSD,15,1.0,9.0
29125,0.0,3.0,1.0,30,278,KSČM,15,1.0,10.0
29126,8.0,1.0,1.0,30,278,KDU-ČSL,10,0.0,0.0
29127,6.0,0.0,1.0,30,278,TOP09,7,0.0,0.0
29128,4.0,0.0,1.0,30,278,STAN,6,1.0,0.0
29129,4.0,0.0,0.0,30,278,Nezařaz,5,1.0,0.0
29130,0.0,5.0,0.0,30,279,ANO,78,6.0,67.0
29131,21.0,0.0,1.0,30,279,ODS,23,1.0,0.0
29132,21.0,0.0,0.0,30,279,Piráti,22,1.0,0.0
29133,15.0,0.0,0.0,30,279,SPD,19,4.0,0.0
29134,0.0,5.0,2.0,30,279,ČSSD,15,1.0,7.0
29135,0.0,4.0,1.0,30,279,KSČM,15,1.0,9.0
29136,9.0,0.0,1.0,30,279,KDU-ČSL,10,0.0,0.0
29137,6.0,0.0,1.0,30,279,TOP09,7,0.0,0.0
29138,4.0,0.0,1.0,30,279,STAN,6,1.0,0.0
29139,4.0,0.0,0.0,30,279,Nezařaz,5,1.0,0.0
29140,0.0,5.0,0.0,30,280,ANO,78,6.0,67.0
29141,20.0,1.0,1.0,30,280,ODS,23,1.0,0.0
29142,21.0,0.0,0.0,30,280,Piráti,22,1.0,0.0
29143,15.0,0.0,0.0,30,280,SPD,19,4.0,0.0
29144,0.0,2.0,2.0,30,280,ČSSD,15,1.0,10.0
29145,0.0,6.0,1.0,30,280,KSČM,15,1.0,7.0
29146,9.0,0.0,1.0,30,280,KDU-ČSL,10,0.0,0.0
29147,5.0,0.0,2.0,30,280,TOP09,7,0.0,0.0
29148,3.0,1.0,1.0,30,280,STAN,6,1.0,0.0
29149,4.0,0.0,0.0,30,280,Nezařaz,5,1.0,0.0
29150,0.0,4.0,0.0,30,281,ANO,78,6.0,68.0
29151,21.0,0.0,1.0,30,281,ODS,23,1.0,0.0
29152,21.0,0.0,0.0,30,281,Piráti,22,1.0,0.0
29153,14.0,1.0,0.0,30,281,SPD,19,4.0,0.0
29154,0.0,3.0,2.0,30,281,ČSSD,15,1.0,9.0
29155,0.0,3.0,1.0,30,281,KSČM,15,1.0,10.0
29156,9.0,0.0,1.0,30,281,KDU-ČSL,10,0.0,0.0
29157,4.0,1.0,2.0,30,281,TOP09,7,0.0,0.0
29158,4.0,0.0,1.0,30,281,STAN,6,1.0,0.0
29159,3.0,1.0,0.0,30,281,Nezařaz,5,1.0,0.0
29160,0.0,6.0,0.0,30,282,ANO,78,6.0,66.0
29161,20.0,1.0,1.0,30,282,ODS,23,1.0,0.0
29162,21.0,0.0,0.0,30,282,Piráti,22,1.0,0.0
29163,15.0,0.0,0.0,30,282,SPD,19,4.0,0.0
29164,0.0,4.0,2.0,30,282,ČSSD,15,1.0,8.0
29165,0.0,7.0,1.0,30,282,KSČM,15,1.0,6.0
29166,9.0,0.0,1.0,30,282,KDU-ČSL,10,0.0,0.0
29167,4.0,1.0,2.0,30,282,TOP09,7,0.0,0.0
29168,4.0,0.0,1.0,30,282,STAN,6,1.0,0.0
29169,4.0,0.0,0.0,30,282,Nezařaz,5,1.0,0.0
29170,0.0,5.0,0.0,30,283,ANO,78,6.0,67.0
29171,21.0,0.0,1.0,30,283,ODS,23,1.0,0.0
29172,21.0,0.0,0.0,30,283,Piráti,22,1.0,0.0
29173,15.0,0.0,0.0,30,283,SPD,19,4.0,0.0
29174,0.0,5.0,2.0,30,283,ČSSD,15,1.0,7.0
29175,0.0,2.0,1.0,30,283,KSČM,15,1.0,11.0
29176,9.0,0.0,1.0,30,283,KDU-ČSL,10,0.0,0.0
29177,4.0,1.0,2.0,30,283,TOP09,7,0.0,0.0
29178,4.0,0.0,1.0,30,283,STAN,6,1.0,0.0
29179,3.0,1.0,0.0,30,283,Nezařaz,5,1.0,0.0
29180,1.0,3.0,0.0,30,284,ANO,78,6.0,68.0
29181,21.0,0.0,1.0,30,284,ODS,23,1.0,0.0
29182,21.0,0.0,0.0,30,284,Piráti,22,1.0,0.0
29183,15.0,0.0,0.0,30,284,SPD,19,4.0,0.0
29184,0.0,3.0,2.0,30,284,ČSSD,15,1.0,9.0
29185,0.0,5.0,1.0,30,284,KSČM,15,1.0,8.0
29186,9.0,0.0,1.0,30,284,KDU-ČSL,10,0.0,0.0
29187,3.0,2.0,2.0,30,284,TOP09,7,0.0,0.0
29188,4.0,0.0,1.0,30,284,STAN,6,1.0,0.0
29189,3.0,1.0,0.0,30,284,Nezařaz,5,1.0,0.0
29190,0.0,5.0,0.0,30,285,ANO,78,6.0,67.0
29191,20.0,1.0,1.0,30,285,ODS,23,1.0,0.0
29192,21.0,0.0,0.0,30,285,Piráti,22,1.0,0.0
29193,15.0,0.0,0.0,30,285,SPD,19,4.0,0.0
29194,1.0,4.0,2.0,30,285,ČSSD,15,1.0,7.0
29195,0.0,4.0,1.0,30,285,KSČM,15,1.0,9.0
29196,8.0,1.0,1.0,30,285,KDU-ČSL,10,0.0,0.0
29197,4.0,1.0,2.0,30,285,TOP09,7,0.0,0.0
29198,4.0,0.0,1.0,30,285,STAN,6,1.0,0.0
29199,4.0,0.0,0.0,30,285,Nezařaz,5,1.0,0.0
29200,0.0,4.0,0.0,30,286,ANO,78,6.0,68.0
29201,21.0,0.0,1.0,30,286,ODS,23,1.0,0.0
29202,21.0,0.0,0.0,30,286,Piráti,22,1.0,0.0
29203,15.0,0.0,0.0,30,286,SPD,19,4.0,0.0
29204,0.0,3.0,2.0,30,286,ČSSD,15,1.0,9.0
29205,0.0,3.0,1.0,30,286,KSČM,15,1.0,10.0
29206,9.0,0.0,1.0,30,286,KDU-ČSL,10,0.0,0.0
29207,4.0,1.0,2.0,30,286,TOP09,7,0.0,0.0
29208,4.0,0.0,1.0,30,286,STAN,6,1.0,0.0
29209,3.0,1.0,0.0,30,286,Nezařaz,5,1.0,0.0
29210,0.0,6.0,0.0,30,287,ANO,78,6.0,66.0
29211,19.0,2.0,1.0,30,287,ODS,23,1.0,0.0
29212,19.0,2.0,0.0,30,287,Piráti,22,1.0,0.0
29213,15.0,0.0,0.0,30,287,SPD,19,4.0,0.0
29214,0.0,3.0,2.0,30,287,ČSSD,15,1.0,9.0
29215,0.0,4.0,1.0,30,287,KSČM,15,1.0,9.0
29216,7.0,2.0,1.0,30,287,KDU-ČSL,10,0.0,0.0
29217,4.0,1.0,2.0,30,287,TOP09,7,0.0,0.0
29218,4.0,0.0,1.0,30,287,STAN,6,1.0,0.0
29219,3.0,1.0,0.0,30,287,Nezařaz,5,1.0,0.0
29220,45.0,0.0,17.0,30,288,ANO,78,16.0,0.0
29221,7.0,0.0,10.0,30,288,ODS,23,6.0,0.0
29222,17.0,0.0,2.0,30,288,Piráti,22,3.0,0.0
29223,9.0,0.0,3.0,30,288,SPD,19,7.0,0.0
29224,1.0,0.0,7.0,30,288,ČSSD,15,7.0,0.0
29225,11.0,1.0,1.0,30,288,KSČM,15,2.0,0.0
29226,3.0,0.0,7.0,30,288,KDU-ČSL,10,0.0,0.0
29228,5.0,0.0,0.0,30,288,STAN,6,1.0,0.0
29230,57.0,2.0,3.0,30,289,ANO,78,16.0,0.0
29231,14.0,1.0,2.0,30,289,ODS,23,6.0,0.0
29232,17.0,2.0,2.0,30,289,Piráti,22,1.0,0.0
29233,11.0,0.0,2.0,30,289,SPD,19,6.0,0.0
29234,4.0,2.0,3.0,30,289,ČSSD,15,6.0,0.0
29235,9.0,3.0,1.0,30,289,KSČM,15,2.0,0.0
29236,6.0,1.0,2.0,30,289,KDU-ČSL,10,1.0,0.0
29237,5.0,0.0,1.0,30,289,TOP09,7,1.0,0.0
29238,3.0,2.0,0.0,30,289,STAN,6,1.0,0.0
29239,2.0,0.0,1.0,30,289,Nezařaz,5,2.0,0.0
29240,55.0,5.0,2.0,30,290,ANO,78,16.0,0.0
29241,16.0,0.0,1.0,30,290,ODS,23,6.0,0.0
29242,19.0,0.0,1.0,30,290,Piráti,22,2.0,0.0
29243,11.0,0.0,2.0,30,290,SPD,19,6.0,0.0
29244,4.0,2.0,3.0,30,290,ČSSD,15,6.0,0.0
29245,11.0,2.0,0.0,30,290,KSČM,15,2.0,0.0
29246,6.0,2.0,1.0,30,290,KDU-ČSL,10,1.0,0.0
29247,5.0,0.0,1.0,30,290,TOP09,7,1.0,0.0
29248,5.0,0.0,0.0,30,290,STAN,6,1.0,0.0
29249,3.0,0.0,0.0,30,290,Nezařaz,5,2.0,0.0
29250,0.0,0.0,2.0,30,291,ANO,78,8.0,68.0
29251,17.0,1.0,4.0,30,291,ODS,23,1.0,0.0
29252,22.0,0.0,0.0,30,291,Piráti,22,0.0,0.0
29253,15.0,0.0,2.0,30,291,SPD,19,2.0,0.0
29254,0.0,2.0,2.0,30,291,ČSSD,15,3.0,8.0
29255,0.0,1.0,0.0,30,291,KSČM,15,2.0,12.0
29256,9.0,0.0,0.0,30,291,KDU-ČSL,10,1.0,0.0
29257,5.0,0.0,1.0,30,291,TOP09,7,1.0,0.0
29258,3.0,1.0,0.0,30,291,STAN,6,2.0,0.0
29259,4.0,0.0,0.0,30,291,Nezařaz,5,1.0,0.0
29260,0.0,2.0,1.0,30,292,ANO,78,8.0,67.0
29261,17.0,1.0,4.0,30,292,ODS,23,1.0,0.0
29262,22.0,0.0,0.0,30,292,Piráti,22,0.0,0.0
29263,15.0,0.0,2.0,30,292,SPD,19,2.0,0.0
29264,0.0,3.0,2.0,30,292,ČSSD,15,3.0,7.0
29265,0.0,1.0,0.0,30,292,KSČM,15,2.0,12.0
29266,9.0,0.0,0.0,30,292,KDU-ČSL,10,1.0,0.0
29267,5.0,0.0,1.0,30,292,TOP09,7,1.0,0.0
29268,3.0,1.0,0.0,30,292,STAN,6,2.0,0.0
29269,4.0,0.0,0.0,30,292,Nezařaz,5,1.0,0.0
29270,0.0,1.0,1.0,30,293,ANO,78,8.0,68.0
29271,17.0,1.0,4.0,30,293,ODS,23,1.0,0.0
29272,22.0,0.0,0.0,30,293,Piráti,22,0.0,0.0
29273,15.0,1.0,1.0,30,293,SPD,19,2.0,0.0
29274,0.0,2.0,2.0,30,293,ČSSD,15,3.0,8.0
29275,0.0,3.0,0.0,30,293,KSČM,15,2.0,10.0
29276,9.0,0.0,0.0,30,293,KDU-ČSL,10,1.0,0.0
29277,5.0,0.0,1.0,30,293,TOP09,7,1.0,0.0
29278,4.0,0.0,0.0,30,293,STAN,6,2.0,0.0
29279,3.0,1.0,0.0,30,293,Nezařaz,5,1.0,0.0
29280,0.0,3.0,1.0,30,294,ANO,78,8.0,66.0
29281,18.0,1.0,3.0,30,294,ODS,23,1.0,0.0
29282,22.0,0.0,0.0,30,294,Piráti,22,0.0,0.0
29283,17.0,0.0,0.0,30,294,SPD,19,2.0,0.0
29284,0.0,2.0,2.0,30,294,ČSSD,15,3.0,8.0
29285,0.0,1.0,0.0,30,294,KSČM,15,2.0,12.0
29286,9.0,0.0,0.0,30,294,KDU-ČSL,10,1.0,0.0
29287,5.0,0.0,1.0,30,294,TOP09,7,1.0,0.0
29288,4.0,0.0,0.0,30,294,STAN,6,2.0,0.0
29289,4.0,0.0,0.0,30,294,Nezařaz,5,1.0,0.0
29290,0.0,3.0,1.0,30,295,ANO,78,8.0,66.0
29291,18.0,2.0,2.0,30,295,ODS,23,1.0,0.0
29292,21.0,1.0,0.0,30,295,Piráti,22,0.0,0.0
29293,17.0,0.0,0.0,30,295,SPD,19,2.0,0.0
29294,0.0,2.0,2.0,30,295,ČSSD,15,3.0,8.0
29295,0.0,2.0,0.0,30,295,KSČM,15,2.0,11.0
29296,9.0,0.0,0.0,30,295,KDU-ČSL,10,1.0,0.0
29297,5.0,0.0,1.0,30,295,TOP09,7,1.0,0.0
29298,4.0,0.0,0.0,30,295,STAN,6,2.0,0.0
29299,3.0,1.0,0.0,30,295,Nezařaz,5,1.0,0.0
29300,0.0,2.0,1.0,30,296,ANO,78,8.0,67.0
29301,19.0,1.0,2.0,30,296,ODS,23,1.0,0.0
29302,22.0,0.0,0.0,30,296,Piráti,22,0.0,0.0
29303,17.0,0.0,0.0,30,296,SPD,19,2.0,0.0
29304,0.0,3.0,2.0,30,296,ČSSD,15,2.0,8.0
29305,0.0,3.0,0.0,30,296,KSČM,15,2.0,10.0
29306,9.0,0.0,0.0,30,296,KDU-ČSL,10,1.0,0.0
29307,5.0,0.0,1.0,30,296,TOP09,7,1.0,0.0
29308,4.0,0.0,0.0,30,296,STAN,6,2.0,0.0
29309,4.0,0.0,0.0,30,296,Nezařaz,5,1.0,0.0
29310,0.0,2.0,1.0,30,297,ANO,78,8.0,67.0
29311,19.0,1.0,2.0,30,297,ODS,23,1.0,0.0
29312,22.0,0.0,0.0,30,297,Piráti,22,0.0,0.0
29313,17.0,0.0,0.0,30,297,SPD,19,2.0,0.0
29314,0.0,4.0,2.0,30,297,ČSSD,15,2.0,7.0
29315,0.0,1.0,0.0,30,297,KSČM,15,2.0,12.0
29316,9.0,0.0,0.0,30,297,KDU-ČSL,10,1.0,0.0
29317,6.0,0.0,0.0,30,297,TOP09,7,1.0,0.0
29318,4.0,0.0,0.0,30,297,STAN,6,2.0,0.0
29319,3.0,1.0,0.0,30,297,Nezařaz,5,1.0,0.0
29320,0.0,2.0,1.0,30,298,ANO,78,8.0,67.0
29321,19.0,1.0,2.0,30,298,ODS,23,1.0,0.0
29322,21.0,1.0,0.0,30,298,Piráti,22,0.0,0.0
29323,17.0,0.0,0.0,30,298,SPD,19,2.0,0.0
29324,0.0,4.0,2.0,30,298,ČSSD,15,2.0,7.0
29325,0.0,2.0,0.0,30,298,KSČM,15,2.0,11.0
29326,9.0,0.0,0.0,30,298,KDU-ČSL,10,1.0,0.0
29327,5.0,1.0,0.0,30,298,TOP09,7,1.0,0.0
29328,4.0,0.0,0.0,30,298,STAN,6,2.0,0.0
29329,4.0,0.0,0.0,30,298,Nezařaz,5,1.0,0.0
29330,0.0,1.0,1.0,30,299,ANO,78,8.0,68.0
29331,19.0,1.0,2.0,30,299,ODS,23,1.0,0.0
29332,22.0,0.0,0.0,30,299,Piráti,22,0.0,0.0
29333,17.0,0.0,0.0,30,299,SPD,19,2.0,0.0
29334,0.0,4.0,2.0,30,299,ČSSD,15,2.0,7.0
29335,0.0,2.0,0.0,30,299,KSČM,15,2.0,11.0
29336,9.0,0.0,0.0,30,299,KDU-ČSL,10,1.0,0.0
29337,3.0,3.0,0.0,30,299,TOP09,7,1.0,0.0
29338,4.0,0.0,0.0,30,299,STAN,6,2.0,0.0
29339,4.0,0.0,0.0,30,299,Nezařaz,5,1.0,0.0
29340,0.0,4.0,1.0,30,300,ANO,78,8.0,65.0
29341,20.0,0.0,2.0,30,300,ODS,23,1.0,0.0
29342,22.0,0.0,0.0,30,300,Piráti,22,0.0,0.0
29343,17.0,0.0,0.0,30,300,SPD,19,2.0,0.0
29344,0.0,3.0,2.0,30,300,ČSSD,15,2.0,8.0
29345,0.0,2.0,0.0,30,300,KSČM,15,2.0,11.0
29346,9.0,0.0,0.0,30,300,KDU-ČSL,10,1.0,0.0
29347,6.0,0.0,0.0,30,300,TOP09,7,1.0,0.0
29348,4.0,0.0,0.0,30,300,STAN,6,2.0,0.0
29349,4.0,0.0,0.0,30,300,Nezařaz,5,1.0,0.0
29350,0.0,6.0,1.0,30,301,ANO,78,8.0,63.0
29351,19.0,1.0,2.0,30,301,ODS,23,1.0,0.0
29352,22.0,0.0,0.0,30,301,Piráti,22,0.0,0.0
29353,17.0,0.0,0.0,30,301,SPD,19,2.0,0.0
29354,0.0,5.0,2.0,30,301,ČSSD,15,2.0,6.0
29355,0.0,1.0,0.0,30,301,KSČM,15,2.0,12.0
29356,9.0,0.0,0.0,30,301,KDU-ČSL,10,1.0,0.0
29357,5.0,1.0,0.0,30,301,TOP09,7,1.0,0.0
29358,4.0,0.0,0.0,30,301,STAN,6,2.0,0.0
29359,3.0,1.0,0.0,30,301,Nezařaz,5,1.0,0.0
29360,0.0,2.0,1.0,30,302,ANO,78,8.0,67.0
29361,20.0,0.0,2.0,30,302,ODS,23,1.0,0.0
29362,22.0,0.0,0.0,30,302,Piráti,22,0.0,0.0
29363,17.0,0.0,0.0,30,302,SPD,19,2.0,0.0
29364,0.0,3.0,2.0,30,302,ČSSD,15,2.0,8.0
29365,0.0,2.0,0.0,30,302,KSČM,15,2.0,11.0
29366,9.0,0.0,0.0,30,302,KDU-ČSL,10,1.0,0.0
29367,6.0,0.0,0.0,30,302,TOP09,7,1.0,0.0
29368,4.0,0.0,0.0,30,302,STAN,6,2.0,0.0
29369,3.0,1.0,0.0,30,302,Nezařaz,5,1.0,0.0
29370,0.0,4.0,1.0,30,303,ANO,78,8.0,65.0
29371,19.0,1.0,2.0,30,303,ODS,23,1.0,0.0
29372,21.0,1.0,0.0,30,303,Piráti,22,0.0,0.0
29373,17.0,0.0,0.0,30,303,SPD,19,2.0,0.0
29374,0.0,4.0,2.0,30,303,ČSSD,15,2.0,7.0
29375,0.0,2.0,0.0,30,303,KSČM,15,2.0,11.0
29376,9.0,0.0,0.0,30,303,KDU-ČSL,10,1.0,0.0
29377,6.0,0.0,0.0,30,303,TOP09,7,1.0,0.0
29378,4.0,0.0,0.0,30,303,STAN,6,2.0,0.0
29379,3.0,1.0,0.0,30,303,Nezařaz,5,1.0,0.0
29380,0.0,5.0,1.0,30,304,ANO,78,8.0,64.0
29381,20.0,0.0,2.0,30,304,ODS,23,1.0,0.0
29382,22.0,0.0,0.0,30,304,Piráti,22,0.0,0.0
29383,17.0,0.0,0.0,30,304,SPD,19,2.0,0.0
29384,0.0,3.0,2.0,30,304,ČSSD,15,2.0,8.0
29385,0.0,2.0,0.0,30,304,KSČM,15,2.0,11.0
29386,9.0,0.0,0.0,30,304,KDU-ČSL,10,1.0,0.0
29387,6.0,0.0,0.0,30,304,TOP09,7,1.0,0.0
29388,4.0,0.0,0.0,30,304,STAN,6,2.0,0.0
29389,3.0,1.0,0.0,30,304,Nezařaz,5,1.0,0.0
29390,0.0,3.0,1.0,30,305,ANO,78,8.0,66.0
29391,20.0,0.0,2.0,30,305,ODS,23,1.0,0.0
29392,22.0,0.0,0.0,30,305,Piráti,22,0.0,0.0
29393,17.0,0.0,0.0,30,305,SPD,19,2.0,0.0
29394,0.0,3.0,2.0,30,305,ČSSD,15,2.0,8.0
29395,0.0,4.0,0.0,30,305,KSČM,15,2.0,9.0
29396,8.0,1.0,0.0,30,305,KDU-ČSL,10,1.0,0.0
29397,6.0,0.0,0.0,30,305,TOP09,7,1.0,0.0
29398,4.0,0.0,0.0,30,305,STAN,6,2.0,0.0
29399,3.0,1.0,0.0,30,305,Nezařaz,5,1.0,0.0
29400,0.0,4.0,1.0,30,306,ANO,78,8.0,65.0
29401,20.0,0.0,2.0,30,306,ODS,23,1.0,0.0
29402,22.0,0.0,0.0,30,306,Piráti,22,0.0,0.0
29403,17.0,0.0,0.0,30,306,SPD,19,2.0,0.0
29404,0.0,4.0,2.0,30,306,ČSSD,15,2.0,7.0
29405,0.0,3.0,0.0,30,306,KSČM,15,2.0,10.0
29406,9.0,0.0,0.0,30,306,KDU-ČSL,10,1.0,0.0
29407,6.0,0.0,0.0,30,306,TOP09,7,1.0,0.0
29408,4.0,0.0,0.0,30,306,STAN,6,2.0,0.0
29409,3.0,1.0,0.0,30,306,Nezařaz,5,1.0,0.0
29410,0.0,4.0,1.0,30,307,ANO,78,8.0,65.0
29411,21.0,0.0,1.0,30,307,ODS,23,1.0,0.0
29412,22.0,0.0,0.0,30,307,Piráti,22,0.0,0.0
29413,17.0,0.0,0.0,30,307,SPD,19,2.0,0.0
29414,0.0,3.0,2.0,30,307,ČSSD,15,2.0,8.0
29415,0.0,2.0,0.0,30,307,KSČM,15,2.0,11.0
29416,9.0,0.0,0.0,30,307,KDU-ČSL,10,1.0,0.0
