,A,Z,0,Schůze,Č. hl.,Klub,Total,M,N
22956,0.0,0.0,0.0,27,164,KDU-ČSL,10,1.0,9.0
22957,0.0,0.0,0.0,27,164,TOP09,7,3.0,4.0
22958,0.0,2.0,0.0,27,164,STAN,6,1.0,3.0
22960,64.0,4.0,1.0,27,165,ANO,78,7.0,2.0
22961,23.0,0.0,0.0,27,165,ODS,25,2.0,0.0
22962,20.0,0.0,0.0,27,165,Piráti,22,2.0,0.0
22963,0.0,1.0,0.0,27,165,SPD,22,2.0,19.0
22964,10.0,1.0,0.0,27,165,ČSSD,15,4.0,0.0
22965,0.0,15.0,0.0,27,165,KSČM,15,0.0,0.0
22966,9.0,0.0,0.0,27,165,KDU-ČSL,10,1.0,0.0
22967,4.0,0.0,0.0,27,165,TOP09,7,3.0,0.0
22968,5.0,0.0,0.0,27,165,STAN,6,1.0,0.0
22970,2.0,68.0,1.0,27,166,ANO,78,7.0,0.0
22971,23.0,0.0,0.0,27,166,ODS,25,2.0,0.0
22972,0.0,0.0,0.0,27,166,Piráti,22,2.0,20.0
22973,0.0,20.0,0.0,27,166,SPD,22,2.0,0.0
22974,1.0,6.0,0.0,27,166,ČSSD,15,4.0,4.0
22975,14.0,1.0,0.0,27,166,KSČM,15,0.0,0.0
22976,2.0,2.0,0.0,27,166,KDU-ČSL,10,1.0,5.0
22977,0.0,0.0,0.0,27,166,TOP09,7,3.0,4.0
22978,0.0,1.0,0.0,27,166,STAN,6,1.0,4.0
22980,68.0,2.0,1.0,27,167,ANO,78,7.0,0.0
22981,0.0,7.0,0.0,27,167,ODS,25,2.0,16.0
22982,20.0,0.0,0.0,27,167,Piráti,22,2.0,0.0
22983,0.0,1.0,0.0,27,167,SPD,22,2.0,19.0
22984,7.0,4.0,0.0,27,167,ČSSD,15,4.0,0.0
22985,0.0,3.0,0.0,27,167,KSČM,15,0.0,12.0
22986,9.0,0.0,0.0,27,167,KDU-ČSL,10,1.0,0.0
22987,4.0,0.0,0.0,27,167,TOP09,7,3.0,0.0
22988,5.0,0.0,0.0,27,167,STAN,6,1.0,0.0
22990,47.0,23.0,1.0,27,168,ANO,78,7.0,0.0
22991,21.0,2.0,0.0,27,168,ODS,25,2.0,0.0
22992,17.0,1.0,2.0,27,168,Piráti,22,2.0,0.0
22993,16.0,4.0,0.0,27,168,SPD,22,2.0,0.0
22994,5.0,6.0,0.0,27,168,ČSSD,15,4.0,0.0
22995,11.0,3.0,1.0,27,168,KSČM,15,0.0,0.0
22996,6.0,3.0,0.0,27,168,KDU-ČSL,10,1.0,0.0
22997,4.0,0.0,0.0,27,168,TOP09,7,3.0,0.0
22998,2.0,3.0,0.0,27,168,STAN,6,1.0,0.0
23000,65.0,5.0,1.0,27,169,ANO,78,7.0,0.0
23001,21.0,2.0,0.0,27,169,ODS,25,2.0,0.0
23002,17.0,1.0,2.0,27,169,Piráti,22,2.0,0.0
23003,17.0,3.0,0.0,27,169,SPD,22,2.0,0.0
23004,9.0,2.0,0.0,27,169,ČSSD,15,4.0,0.0
23005,11.0,3.0,1.0,27,169,KSČM,15,0.0,0.0
23006,7.0,2.0,0.0,27,169,KDU-ČSL,10,1.0,0.0
23007,4.0,0.0,0.0,27,169,TOP09,7,3.0,0.0
23008,4.0,1.0,0.0,27,169,STAN,6,1.0,0.0
23010,1.0,2.0,7.0,27,170,ANO,78,7.0,61.0
23011,23.0,0.0,0.0,27,170,ODS,25,2.0,0.0
23012,0.0,17.0,3.0,27,170,Piráti,22,2.0,0.0
23013,17.0,0.0,2.0,27,170,SPD,22,3.0,0.0
23014,1.0,1.0,2.0,27,170,ČSSD,15,4.0,7.0
23015,0.0,6.0,5.0,27,170,KSČM,15,0.0,4.0
23016,8.0,0.0,0.0,27,170,KDU-ČSL,10,2.0,0.0
23017,4.0,0.0,0.0,27,170,TOP09,7,3.0,0.0
23018,4.0,0.0,1.0,27,170,STAN,6,1.0,0.0
23020,2.0,3.0,6.0,27,171,ANO,78,7.0,60.0
23021,23.0,0.0,0.0,27,171,ODS,25,2.0,0.0
23022,18.0,0.0,2.0,27,171,Piráti,22,2.0,0.0
23023,0.0,1.0,2.0,27,171,SPD,22,3.0,16.0
23024,1.0,1.0,2.0,27,171,ČSSD,15,4.0,7.0
23025,0.0,0.0,4.0,27,171,KSČM,15,0.0,11.0
23026,8.0,0.0,0.0,27,171,KDU-ČSL,10,2.0,0.0
23027,4.0,0.0,0.0,27,171,TOP09,7,3.0,0.0
23028,4.0,0.0,1.0,27,171,STAN,6,1.0,0.0
23030,2.0,5.0,6.0,27,172,ANO,78,7.0,58.0
23031,23.0,0.0,0.0,27,172,ODS,25,2.0,0.0
23032,0.0,20.0,0.0,27,172,Piráti,22,2.0,0.0
23033,17.0,0.0,2.0,27,172,SPD,22,3.0,0.0
23034,1.0,1.0,2.0,27,172,ČSSD,15,4.0,7.0
23035,0.0,0.0,3.0,27,172,KSČM,15,0.0,12.0
23036,8.0,0.0,0.0,27,172,KDU-ČSL,10,2.0,0.0
23037,4.0,0.0,0.0,27,172,TOP09,7,3.0,0.0
23038,4.0,0.0,1.0,27,172,STAN,6,1.0,0.0
23040,1.0,7.0,5.0,27,173,ANO,78,7.0,58.0
23041,22.0,1.0,0.0,27,173,ODS,25,2.0,0.0
23042,20.0,0.0,0.0,27,173,Piráti,22,2.0,0.0
23043,17.0,1.0,1.0,27,173,SPD,22,3.0,0.0
23044,1.0,1.0,2.0,27,173,ČSSD,15,4.0,7.0
23045,0.0,0.0,3.0,27,173,KSČM,15,0.0,12.0
23046,8.0,0.0,0.0,27,173,KDU-ČSL,10,2.0,0.0
23047,4.0,0.0,0.0,27,173,TOP09,7,3.0,0.0
23048,4.0,0.0,1.0,27,173,STAN,6,1.0,0.0
23050,0.0,4.0,4.0,27,174,ANO,78,7.0,63.0
23051,23.0,0.0,0.0,27,174,ODS,25,2.0,0.0
23052,20.0,0.0,0.0,27,174,Piráti,22,2.0,0.0
23053,17.0,1.0,1.0,27,174,SPD,22,3.0,0.0
23054,1.0,1.0,2.0,27,174,ČSSD,15,4.0,7.0
23055,0.0,0.0,3.0,27,174,KSČM,15,0.0,12.0
23056,8.0,0.0,0.0,27,174,KDU-ČSL,10,2.0,0.0
23057,4.0,0.0,0.0,27,174,TOP09,7,3.0,0.0
23058,4.0,0.0,1.0,27,174,STAN,6,1.0,0.0
23060,1.0,4.0,4.0,27,175,ANO,78,7.0,62.0
23061,23.0,0.0,0.0,27,175,ODS,25,2.0,0.0
23062,20.0,0.0,0.0,27,175,Piráti,22,2.0,0.0
23063,0.0,0.0,1.0,27,175,SPD,22,3.0,18.0
23064,1.0,1.0,2.0,27,175,ČSSD,15,4.0,7.0
23065,0.0,1.0,3.0,27,175,KSČM,15,0.0,11.0
23066,8.0,0.0,0.0,27,175,KDU-ČSL,10,2.0,0.0
23067,4.0,0.0,0.0,27,175,TOP09,7,3.0,0.0
23068,4.0,0.0,1.0,27,175,STAN,6,1.0,0.0
23070,3.0,7.0,4.0,27,176,ANO,78,7.0,57.0
23071,23.0,0.0,0.0,27,176,ODS,25,2.0,0.0
23072,6.0,14.0,0.0,27,176,Piráti,22,2.0,0.0
23073,19.0,0.0,0.0,27,176,SPD,22,3.0,0.0
23074,1.0,1.0,2.0,27,176,ČSSD,15,4.0,7.0
23075,0.0,1.0,3.0,27,176,KSČM,15,0.0,11.0
23076,8.0,0.0,0.0,27,176,KDU-ČSL,10,2.0,0.0
23077,4.0,0.0,0.0,27,176,TOP09,7,3.0,0.0
23078,4.0,0.0,1.0,27,176,STAN,6,1.0,0.0
23080,67.0,1.0,3.0,27,177,ANO,78,7.0,0.0
23081,23.0,0.0,0.0,27,177,ODS,25,2.0,0.0
23082,20.0,0.0,0.0,27,177,Piráti,22,2.0,0.0
23083,19.0,0.0,0.0,27,177,SPD,22,3.0,0.0
23084,9.0,0.0,2.0,27,177,ČSSD,15,4.0,0.0
23085,13.0,0.0,2.0,27,177,KSČM,15,0.0,0.0
23086,8.0,0.0,0.0,27,177,KDU-ČSL,10,2.0,0.0
23087,4.0,0.0,0.0,27,177,TOP09,7,3.0,0.0
23088,5.0,0.0,0.0,27,177,STAN,6,1.0,0.0
23090,2.0,7.0,5.0,27,178,ANO,78,8.0,56.0
23091,0.0,0.0,3.0,27,178,ODS,25,3.0,19.0
23092,2.0,7.0,0.0,27,178,Piráti,22,2.0,11.0
23093,2.0,1.0,3.0,27,178,SPD,22,3.0,13.0
23094,7.0,0.0,3.0,27,178,ČSSD,15,5.0,0.0
23095,13.0,0.0,2.0,27,178,KSČM,15,0.0,0.0
23096,0.0,0.0,2.0,27,178,KDU-ČSL,10,2.0,6.0
23097,3.0,0.0,0.0,27,178,TOP09,7,3.0,1.0
23098,0.0,4.0,0.0,27,178,STAN,6,2.0,0.0
23100,67.0,0.0,3.0,27,179,ANO,78,8.0,0.0
23101,21.0,0.0,1.0,27,179,ODS,25,3.0,0.0
23102,20.0,0.0,0.0,27,179,Piráti,22,2.0,0.0
23103,18.0,0.0,1.0,27,179,SPD,22,3.0,0.0
23104,7.0,0.0,3.0,27,179,ČSSD,15,5.0,0.0
23105,13.0,0.0,2.0,27,179,KSČM,15,0.0,0.0
23106,6.0,0.0,2.0,27,179,KDU-ČSL,10,2.0,0.0
23107,4.0,0.0,0.0,27,179,TOP09,7,3.0,0.0
23108,4.0,0.0,0.0,27,179,STAN,6,2.0,0.0
23110,6.0,21.0,3.0,27,180,ANO,78,8.0,40.0
23111,20.0,0.0,2.0,27,180,ODS,25,3.0,0.0
23112,13.0,4.0,0.0,27,180,Piráti,22,2.0,3.0
23113,15.0,0.0,1.0,27,180,SPD,22,3.0,3.0
23114,0.0,0.0,3.0,27,180,ČSSD,15,5.0,7.0
23115,0.0,1.0,1.0,27,180,KSČM,15,0.0,13.0
23116,0.0,0.0,1.0,27,180,KDU-ČSL,10,2.0,7.0
23117,4.0,0.0,0.0,27,180,TOP09,7,3.0,0.0
23118,4.0,0.0,0.0,27,180,STAN,6,2.0,0.0
23120,1.0,4.0,2.0,27,181,ANO,78,8.0,63.0
23121,0.0,1.0,1.0,27,181,ODS,25,3.0,20.0
23122,11.0,3.0,0.0,27,181,Piráti,22,2.0,6.0
23123,2.0,1.0,1.0,27,181,SPD,22,3.0,15.0
23124,7.0,0.0,3.0,27,181,ČSSD,15,5.0,0.0
23125,13.0,1.0,1.0,27,181,KSČM,15,0.0,0.0
23126,7.0,0.0,1.0,27,181,KDU-ČSL,10,2.0,0.0
23127,0.0,0.0,0.0,27,181,TOP09,7,3.0,4.0
23128,0.0,4.0,0.0,27,181,STAN,6,2.0,0.0
23130,2.0,5.0,2.0,27,182,ANO,78,8.0,61.0
23131,0.0,0.0,1.0,27,182,ODS,25,3.0,21.0
23132,12.0,3.0,0.0,27,182,Piráti,22,2.0,5.0
23133,2.0,2.0,1.0,27,182,SPD,22,3.0,14.0
23134,7.0,0.0,3.0,27,182,ČSSD,15,5.0,0.0
23135,14.0,0.0,1.0,27,182,KSČM,15,0.0,0.0
23136,7.0,0.0,1.0,27,182,KDU-ČSL,10,2.0,0.0
23137,0.0,0.0,0.0,27,182,TOP09,7,3.0,4.0
23138,0.0,4.0,0.0,27,182,STAN,6,2.0,0.0
23140,1.0,7.0,2.0,27,183,ANO,78,8.0,60.0
23141,0.0,0.0,1.0,27,183,ODS,25,3.0,21.0
23142,11.0,2.0,0.0,27,183,Piráti,22,2.0,7.0
23143,0.0,4.0,1.0,27,183,SPD,22,3.0,14.0
23144,8.0,1.0,1.0,27,183,ČSSD,15,5.0,0.0
23145,12.0,2.0,1.0,27,183,KSČM,15,0.0,0.0
23146,8.0,0.0,0.0,27,183,KDU-ČSL,10,2.0,0.0
23147,0.0,2.0,0.0,27,183,TOP09,7,3.0,2.0
23148,0.0,4.0,0.0,27,183,STAN,6,2.0,0.0
23150,66.0,1.0,2.0,27,184,ANO,78,8.0,1.0
23151,21.0,0.0,1.0,27,184,ODS,25,3.0,0.0
23152,10.0,8.0,0.0,27,184,Piráti,22,2.0,2.0
23153,15.0,0.0,1.0,27,184,SPD,22,3.0,3.0
23154,0.0,0.0,1.0,27,184,ČSSD,15,5.0,9.0
23155,0.0,1.0,1.0,27,184,KSČM,15,0.0,13.0
23156,0.0,0.0,0.0,27,184,KDU-ČSL,10,2.0,8.0
23157,0.0,2.0,0.0,27,184,TOP09,7,3.0,2.0
23158,0.0,4.0,0.0,27,184,STAN,6,2.0,0.0
23160,68.0,0.0,2.0,27,185,ANO,78,8.0,0.0
23161,20.0,0.0,2.0,27,185,ODS,25,3.0,0.0
23162,20.0,0.0,0.0,27,185,Piráti,22,2.0,0.0
23163,15.0,0.0,3.0,27,185,SPD,22,4.0,0.0
23164,8.0,0.0,1.0,27,185,ČSSD,15,6.0,0.0
23165,10.0,0.0,5.0,27,185,KSČM,15,0.0,0.0
23166,7.0,0.0,0.0,27,185,KDU-ČSL,10,3.0,0.0
23167,3.0,0.0,0.0,27,185,TOP09,7,4.0,0.0
23168,4.0,0.0,0.0,27,185,STAN,6,2.0,0.0
23170,68.0,0.0,2.0,27,186,ANO,78,8.0,0.0
23171,20.0,0.0,2.0,27,186,ODS,25,3.0,0.0
23172,20.0,0.0,0.0,27,186,Piráti,22,2.0,0.0
23173,14.0,1.0,3.0,27,186,SPD,22,4.0,0.0
23174,8.0,0.0,1.0,27,186,ČSSD,15,6.0,0.0
23175,10.0,0.0,5.0,27,186,KSČM,15,0.0,0.0
23176,7.0,0.0,0.0,27,186,KDU-ČSL,10,3.0,0.0
23177,3.0,0.0,0.0,27,186,TOP09,7,4.0,0.0
23178,4.0,0.0,0.0,27,186,STAN,6,2.0,0.0
23180,1.0,67.0,2.0,27,187,ANO,78,8.0,0.0
23181,0.0,20.0,2.0,27,187,ODS,25,3.0,0.0
23182,1.0,19.0,0.0,27,187,Piráti,22,2.0,0.0
23183,0.0,15.0,3.0,27,187,SPD,22,4.0,0.0
23184,0.0,8.0,1.0,27,187,ČSSD,15,6.0,0.0
23185,0.0,10.0,5.0,27,187,KSČM,15,0.0,0.0
23186,0.0,7.0,0.0,27,187,KDU-ČSL,10,3.0,0.0
23187,0.0,3.0,0.0,27,187,TOP09,7,4.0,0.0
23188,0.0,4.0,0.0,27,187,STAN,6,2.0,0.0
23190,68.0,0.0,2.0,27,188,ANO,78,8.0,0.0
23191,0.0,20.0,2.0,27,188,ODS,25,3.0,0.0
23192,20.0,0.0,0.0,27,188,Piráti,22,2.0,0.0
23193,0.0,15.0,3.0,27,188,SPD,22,4.0,0.0
23194,8.0,0.0,1.0,27,188,ČSSD,15,6.0,0.0
23195,10.0,0.0,5.0,27,188,KSČM,15,0.0,0.0
23196,7.0,0.0,0.0,27,188,KDU-ČSL,10,3.0,0.0
23197,0.0,3.0,0.0,27,188,TOP09,7,4.0,0.0
23198,0.0,4.0,0.0,27,188,STAN,6,2.0,0.0
23200,0.0,10.0,2.0,27,189,ANO,78,8.0,58.0
23201,1.0,1.0,2.0,27,189,ODS,25,3.0,18.0
23202,20.0,0.0,0.0,27,189,Piráti,22,2.0,0.0
23203,14.0,1.0,3.0,27,189,SPD,22,4.0,0.0
23204,0.0,3.0,1.0,27,189,ČSSD,15,6.0,5.0
23205,0.0,1.0,5.0,27,189,KSČM,15,0.0,9.0
23206,1.0,0.0,0.0,27,189,KDU-ČSL,10,3.0,6.0
23207,3.0,0.0,0.0,27,189,TOP09,7,4.0,0.0
23208,4.0,0.0,0.0,27,189,STAN,6,2.0,0.0
23210,0.0,4.0,2.0,27,190,ANO,78,8.0,64.0
23211,1.0,1.0,2.0,27,190,ODS,25,3.0,18.0
23212,20.0,0.0,0.0,27,190,Piráti,22,2.0,0.0
23213,14.0,1.0,3.0,27,190,SPD,22,4.0,0.0
23214,0.0,1.0,1.0,27,190,ČSSD,15,6.0,7.0
23215,0.0,1.0,5.0,27,190,KSČM,15,0.0,9.0
23216,1.0,0.0,0.0,27,190,KDU-ČSL,10,3.0,6.0
23217,3.0,0.0,0.0,27,190,TOP09,7,4.0,0.0
23218,4.0,0.0,0.0,27,190,STAN,6,2.0,0.0
23220,0.0,1.0,2.0,27,191,ANO,78,8.0,67.0
23221,0.0,2.0,2.0,27,191,ODS,25,3.0,18.0
23222,20.0,0.0,0.0,27,191,Piráti,22,2.0,0.0
23223,13.0,2.0,3.0,27,191,SPD,22,4.0,0.0
23224,0.0,2.0,1.0,27,191,ČSSD,15,6.0,6.0
23225,0.0,1.0,5.0,27,191,KSČM,15,0.0,9.0
23226,0.0,1.0,0.0,27,191,KDU-ČSL,10,3.0,6.0
23227,3.0,0.0,0.0,27,191,TOP09,7,4.0,0.0
23228,4.0,0.0,0.0,27,191,STAN,6,2.0,0.0
23230,0.0,2.0,2.0,27,192,ANO,78,8.0,66.0
23231,0.0,1.0,2.0,27,192,ODS,25,3.0,19.0
23232,20.0,0.0,0.0,27,192,Piráti,22,2.0,0.0
23233,14.0,1.0,3.0,27,192,SPD,22,4.0,0.0
23234,0.0,0.0,1.0,27,192,ČSSD,15,6.0,8.0
23235,1.0,0.0,5.0,27,192,KSČM,15,0.0,9.0
23236,0.0,2.0,0.0,27,192,KDU-ČSL,10,4.0,4.0
23237,3.0,0.0,0.0,27,192,TOP09,7,4.0,0.0
23238,0.0,2.0,0.0,27,192,STAN,6,2.0,2.0
23240,1.0,2.0,2.0,27,193,ANO,78,8.0,65.0
23241,1.0,2.0,2.0,27,193,ODS,25,3.0,17.0
23242,20.0,0.0,0.0,27,193,Piráti,22,2.0,0.0
23243,14.0,1.0,3.0,27,193,SPD,22,4.0,0.0
23244,0.0,0.0,1.0,27,193,ČSSD,15,6.0,8.0
23245,0.0,1.0,5.0,27,193,KSČM,15,0.0,9.0
23246,0.0,1.0,0.0,27,193,KDU-ČSL,10,4.0,5.0
23247,3.0,0.0,0.0,27,193,TOP09,7,4.0,0.0
23248,4.0,0.0,0.0,27,193,STAN,6,2.0,0.0
23250,0.0,7.0,2.0,27,194,ANO,78,8.0,61.0
23251,1.0,5.0,2.0,27,194,ODS,25,3.0,14.0
23252,20.0,0.0,0.0,27,194,Piráti,22,2.0,0.0
23253,14.0,1.0,3.0,27,194,SPD,22,4.0,0.0
23254,1.0,1.0,2.0,27,194,ČSSD,15,6.0,5.0
23255,1.0,4.0,5.0,27,194,KSČM,15,0.0,5.0
23256,0.0,1.0,0.0,27,194,KDU-ČSL,10,4.0,5.0
23257,3.0,0.0,0.0,27,194,TOP09,7,4.0,0.0
23258,4.0,0.0,0.0,27,194,STAN,6,2.0,0.0
23260,0.0,9.0,2.0,27,195,ANO,78,8.0,59.0
23261,0.0,4.0,2.0,27,195,ODS,25,3.0,16.0
23262,19.0,0.0,0.0,27,195,Piráti,22,2.0,1.0
23263,0.0,15.0,3.0,27,195,SPD,22,4.0,0.0
23264,0.0,3.0,1.0,27,195,ČSSD,15,6.0,5.0
23265,1.0,1.0,5.0,27,195,KSČM,15,0.0,8.0
23266,0.0,1.0,0.0,27,195,KDU-ČSL,10,4.0,5.0
23267,3.0,0.0,0.0,27,195,TOP09,7,4.0,0.0
23268,0.0,4.0,0.0,27,195,STAN,6,2.0,0.0
23270,1.0,8.0,2.0,27,196,ANO,78,8.0,59.0
23271,20.0,0.0,2.0,27,196,ODS,25,3.0,0.0
23272,8.0,3.0,0.0,27,196,Piráti,22,2.0,9.0
23273,14.0,1.0,3.0,27,196,SPD,22,4.0,0.0
23274,0.0,1.0,1.0,27,196,ČSSD,15,6.0,7.0
23275,0.0,1.0,5.0,27,196,KSČM,15,0.0,9.0
23276,0.0,3.0,0.0,27,196,KDU-ČSL,10,4.0,3.0
23277,3.0,0.0,0.0,27,196,TOP09,7,4.0,0.0
23278,4.0,0.0,0.0,27,196,STAN,6,2.0,0.0
23280,68.0,0.0,2.0,27,197,ANO,78,8.0,0.0
23281,20.0,0.0,2.0,27,197,ODS,25,3.0,0.0
23282,0.0,20.0,0.0,27,197,Piráti,22,2.0,0.0
23283,14.0,1.0,3.0,27,197,SPD,22,4.0,0.0
23284,8.0,0.0,1.0,27,197,ČSSD,15,6.0,0.0
23285,9.0,2.0,4.0,27,197,KSČM,15,0.0,0.0
23286,6.0,0.0,0.0,27,197,KDU-ČSL,10,4.0,0.0
23287,3.0,0.0,0.0,27,197,TOP09,7,4.0,0.0
23288,4.0,0.0,0.0,27,197,STAN,6,2.0,0.0
23290,0.0,7.0,2.0,27,198,ANO,78,8.0,61.0
23291,18.0,1.0,2.0,27,198,ODS,25,3.0,1.0
23292,0.0,20.0,0.0,27,198,Piráti,22,2.0,0.0
23293,0.0,15.0,3.0,27,198,SPD,22,4.0,0.0
23294,0.0,3.0,1.0,27,198,ČSSD,15,6.0,5.0
23295,0.0,1.0,4.0,27,198,KSČM,15,0.0,10.0
23296,0.0,1.0,0.0,27,198,KDU-ČSL,10,4.0,5.0
23297,0.0,3.0,0.0,27,198,TOP09,7,4.0,0.0
23298,4.0,0.0,0.0,27,198,STAN,6,2.0,0.0
23300,0.0,4.0,2.0,27,199,ANO,78,8.0,64.0
23301,18.0,2.0,2.0,27,199,ODS,25,3.0,0.0
23302,1.0,2.0,0.0,27,199,Piráti,22,2.0,17.0
23303,13.0,2.0,3.0,27,199,SPD,22,4.0,0.0
23304,0.0,1.0,1.0,27,199,ČSSD,15,6.0,7.0
23305,0.0,1.0,4.0,27,199,KSČM,15,0.0,10.0
23306,0.0,2.0,0.0,27,199,KDU-ČSL,10,4.0,4.0
23307,3.0,0.0,0.0,27,199,TOP09,7,4.0,0.0
23308,3.0,1.0,0.0,27,199,STAN,6,2.0,0.0
23310,68.0,0.0,2.0,27,200,ANO,78,8.0,0.0
23311,19.0,0.0,2.0,27,200,ODS,25,3.0,1.0
23312,0.0,20.0,0.0,27,200,Piráti,22,2.0,0.0
23313,14.0,1.0,3.0,27,200,SPD,22,4.0,0.0
23314,8.0,0.0,1.0,27,200,ČSSD,15,6.0,0.0
23315,10.0,2.0,3.0,27,200,KSČM,15,0.0,0.0
23316,6.0,0.0,0.0,27,200,KDU-ČSL,10,4.0,0.0
23317,3.0,0.0,0.0,27,200,TOP09,7,4.0,0.0
23318,4.0,0.0,0.0,27,200,STAN,6,2.0,0.0
23320,68.0,0.0,2.0,27,201,ANO,78,8.0,0.0
23321,0.0,0.0,2.0,27,201,ODS,25,3.0,20.0
23322,19.0,1.0,0.0,27,201,Piráti,22,2.0,0.0
23323,0.0,15.0,3.0,27,201,SPD,22,4.0,0.0
23324,8.0,0.0,1.0,27,201,ČSSD,15,6.0,0.0
23325,10.0,2.0,3.0,27,201,KSČM,15,0.0,0.0
23326,5.0,1.0,0.0,27,201,KDU-ČSL,10,4.0,0.0
23327,0.0,3.0,0.0,27,201,TOP09,7,4.0,0.0
23328,0.0,0.0,0.0,27,201,STAN,6,2.0,4.0
23330,67.0,1.0,2.0,27,202,ANO,78,8.0,0.0
23331,19.0,1.0,2.0,27,202,ODS,25,3.0,0.0
23332,1.0,19.0,0.0,27,202,Piráti,22,2.0,0.0
23333,13.0,2.0,3.0,27,202,SPD,22,4.0,0.0
23334,8.0,0.0,1.0,27,202,ČSSD,15,6.0,0.0
23335,11.0,1.0,3.0,27,202,KSČM,15,0.0,0.0
23336,6.0,0.0,0.0,27,202,KDU-ČSL,10,4.0,0.0
23337,3.0,0.0,0.0,27,202,TOP09,7,4.0,0.0
23338,4.0,0.0,0.0,27,202,STAN,6,2.0,0.0
23340,68.0,0.0,2.0,27,203,ANO,78,8.0,0.0
23341,18.0,2.0,2.0,27,203,ODS,25,3.0,0.0
23342,0.0,20.0,0.0,27,203,Piráti,22,2.0,0.0
23343,14.0,1.0,3.0,27,203,SPD,22,4.0,0.0
23344,8.0,0.0,1.0,27,203,ČSSD,15,6.0,0.0
23345,9.0,3.0,3.0,27,203,KSČM,15,0.0,0.0
23346,6.0,0.0,0.0,27,203,KDU-ČSL,10,4.0,0.0
23347,3.0,0.0,0.0,27,203,TOP09,7,4.0,0.0
23348,4.0,0.0,0.0,27,203,STAN,6,2.0,0.0
23350,66.0,1.0,8.0,27,204,ANO,78,3.0,0.0
23351,21.0,0.0,1.0,27,204,ODS,25,3.0,0.0
23352,22.0,0.0,0.0,27,204,Piráti,22,0.0,0.0
23353,17.0,2.0,0.0,27,204,SPD,22,3.0,0.0
23354,13.0,0.0,1.0,27,204,ČSSD,15,1.0,0.0
23355,15.0,0.0,0.0,27,204,KSČM,15,0.0,0.0
23356,7.0,0.0,1.0,27,204,KDU-ČSL,10,2.0,0.0
23357,5.0,0.0,0.0,27,204,TOP09,7,2.0,0.0
23358,6.0,0.0,0.0,27,204,STAN,6,0.0,0.0
23360,1.0,53.0,1.0,27,205,ANO,78,2.0,21.0
23361,21.0,0.0,1.0,27,205,ODS,25,3.0,0.0
23362,22.0,0.0,0.0,27,205,Piráti,22,0.0,0.0
23363,0.0,19.0,0.0,27,205,SPD,22,3.0,0.0
23364,0.0,2.0,1.0,27,205,ČSSD,15,1.0,11.0
23365,0.0,15.0,0.0,27,205,KSČM,15,0.0,0.0
23366,8.0,0.0,0.0,27,205,KDU-ČSL,10,2.0,0.0
23367,5.0,0.0,0.0,27,205,TOP09,7,2.0,0.0
23368,6.0,0.0,0.0,27,205,STAN,6,0.0,0.0
23370,1.0,47.0,0.0,27,206,ANO,78,2.0,28.0
23371,21.0,0.0,1.0,27,206,ODS,25,3.0,0.0
23372,22.0,0.0,0.0,27,206,Piráti,22,0.0,0.0
23373,0.0,19.0,0.0,27,206,SPD,22,3.0,0.0
23374,0.0,2.0,1.0,27,206,ČSSD,15,1.0,11.0
23375,0.0,15.0,0.0,27,206,KSČM,15,0.0,0.0
23376,8.0,0.0,0.0,27,206,KDU-ČSL,10,2.0,0.0
23377,5.0,0.0,0.0,27,206,TOP09,7,2.0,0.0
23378,6.0,0.0,0.0,27,206,STAN,6,0.0,0.0
23380,1.0,50.0,0.0,27,207,ANO,78,2.0,25.0
23381,21.0,0.0,1.0,27,207,ODS,25,3.0,0.0
23382,22.0,0.0,0.0,27,207,Piráti,22,0.0,0.0
23383,0.0,19.0,0.0,27,207,SPD,22,3.0,0.0
23384,0.0,7.0,1.0,27,207,ČSSD,15,1.0,6.0
23385,0.0,15.0,0.0,27,207,KSČM,15,0.0,0.0
23386,8.0,0.0,0.0,27,207,KDU-ČSL,10,2.0,0.0
23387,5.0,0.0,0.0,27,207,TOP09,7,2.0,0.0
23388,6.0,0.0,0.0,27,207,STAN,6,0.0,0.0
23390,76.0,0.0,0.0,27,208,ANO,78,2.0,0.0
23391,21.0,0.0,1.0,27,208,ODS,25,3.0,0.0
23392,22.0,0.0,0.0,27,208,Piráti,22,0.0,0.0
23393,19.0,0.0,0.0,27,208,SPD,22,3.0,0.0
23394,13.0,0.0,1.0,27,208,ČSSD,15,1.0,0.0
23395,15.0,0.0,0.0,27,208,KSČM,15,0.0,0.0
23396,8.0,0.0,0.0,27,208,KDU-ČSL,10,2.0,0.0
23397,5.0,0.0,0.0,27,208,TOP09,7,2.0,0.0
23398,6.0,0.0,0.0,27,208,STAN,6,0.0,0.0
23400,1.0,74.0,0.0,27,209,ANO,78,2.0,1.0
23401,22.0,0.0,0.0,27,209,ODS,25,3.0,0.0
23402,22.0,0.0,0.0,27,209,Piráti,22,0.0,0.0
23403,19.0,0.0,0.0,27,209,SPD,22,3.0,0.0
23404,10.0,2.0,1.0,27,209,ČSSD,15,1.0,1.0
23405,15.0,0.0,0.0,27,209,KSČM,15,0.0,0.0
23406,8.0,0.0,0.0,27,209,KDU-ČSL,10,2.0,0.0
23407,5.0,0.0,0.0,27,209,TOP09,7,2.0,0.0
23408,6.0,0.0,0.0,27,209,STAN,6,0.0,0.0
23410,1.0,10.0,0.0,27,210,ANO,78,2.0,65.0
